*********** Information: Data ***************

ISR_LEVEL,FF



*********** Statistics: Data ***************

Tasks,Time,%,Min,Max,Average,Activations,Min Period,Max Period,Average Period
NO_TASK,0,  0.00,0,0,0,0,0,0,0
Task_SWP_FG1_EventManager,9026663,  0.13,20150,148717,60581,149,257466,705838867,43378295
Task_ASW_FG1_100ms,15221451,  0.22,120816,411867,217449,70,99665534,100334466,100000001
Task_ASW_FG1_10ms,913682153, 13.05,1191567,2248432,1305260,700,9456434,10597500,10000151
Task_ASW_FG1_1s,2329848,  0.03,322050,357032,332835,7,999829784,1000196816,1000003600
Task_ASW_FG1_20ms,153140919,  2.19,321617,1077782,437545,350,19938200,20071683,20000063
Task_ASW_FG1_40ms,17684452,  0.25,96933,137917,101054,175,39544900,40455100,40002559
Task_ASW_FG1_5ms,741407236, 10.59,343750,1223550,529576,1400,4791717,5213716,4999995
Task_ASW_FG1_80ms,9421911,  0.13,102766,143766,107067,88,79744100,80262217,79999998
Task_ASW_FG1_ATBS,87159654,  1.25,57767,98550,62256,1400,4420000,5754533,5000065
Task_ASW_FG1_ATTP,0,  0.00,0,0,0,0,0,0,0
Task_ASW_FG1_Crypto,34120033,  0.49,232350,1282918,922163,37,968950,1607821833,177561699
Task_ASW_FG1_Crypto2,146484,  0.00,9150,9167,9155,16,129889867,1609902616,426006923
Task_ASW_FG1_Prng,15915550,  0.23,757966,1234717,994721,16,1294750,1738743417,417418628
Task_ASW_FG1_RF_Sched2,47898831,  0.68,162217,1657583,997892,48,1307534,1517289367,137933356
Task_ASW_FG2_RF_Sched1,0,  0.00,0,0,0,0,0,0,0
Task_ASW_FG2_RF_Terminate,1217934,  0.02,33150,71950,38060,32,36970067,1517168250,209128586
Task_SWP_BG_RamRomCheck,383501,  0.01,46217,85000,54785,7,999955216,1000038717,999994297
Task_SWP_FG1_100ms,9530863,  0.14,133000,172100,136155,70,99599600,100449084,100002046
Task_SWP_FG1_10ms,15650606,  0.22,21616,60417,22358,700,9904717,10075217,10000031
Task_SWP_FG1_1s,694382,  0.01,92616,131417,99197,7,999970500,1000031383,999999500
Task_SWP_FG1_20ms,4582510,  0.07,12366,51150,13092,350,19726833,20263317,20000028
Task_SWP_FG1_5ms,90022257,  1.29,11484,128100,42867,2100,94783,5352666,3332532
Task_SWP_FG1_biomanag,126087514,  1.80,8517,158000,60041,2100,70933,9859850,3330415
Task_SWP_FG1_Watchdog_Mngr,4662874,  0.07,25900,64684,26644,175,39556717,40563233,40000686
Task_SWP_FG2_biomanag,40193662,  0.57,25900,67850,28709,1400,83017,9981617,4996501
Task_SWP_FG2_LPM,0,  0.00,0,0,0,0,0,0,0
Task_SWP_Init,0,  0.00,0,0,0,0,0,0,0
Task_SWP_System_Idle,4398227244, 62.83,3234,2057133,1003474,4383,86183,7737717,1596930
TOTAL:,6738408532, 96.26,3234,2248432,427022,15780,8517,2321316,443499

ISRs2,Time,%,Min,Max,Average,Activations,Min Period,Max Period,Average Period
NO_ISR,6738409148, 96.26,1984,1656717,542588,12419,10067,1669717,563683
SYSTEM_TIMER,93503172,  1.34,25300,86750,33382,2801,2463434,2536566,2500000
Isr_IRQ,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMCH0,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMCH1,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMCH2,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMCH3,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMCH4,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMCH5,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMCH6,25241138,  0.36,18116,65783,26967,936,37117,10069900,7475961
Isr_INTTIMCH7,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMOVF,911317,  0.01,8050,15467,8516,107,65492317,65579683,65535997
Isr_INTPACCAOVF,0,  0.00,0,0,0,0,0,0,0
Isr_INTPACCIN,0,  0.00,0,0,0,0,0,0,0
Isr_INTSPI0,0,  0.00,0,0,0,0,0,0,0
Isr_INTSCI0,0,  0.00,0,0,0,0,0,0,0
Isr_INTSCI1,136838636,  1.95,12183,65817,16290,8400,480366,2865400,833373
Isr_INTATD0,0,  0.00,0,0,0,0,0,0,0
Isr_INTATD1,0,  0.00,0,0,0,0,0,0,0
Isr_KWIPJ,0,  0.00,0,0,0,0,0,0,0
Isr_KWIPH,0,  0.00,0,0,0,0,0,0,0
Isr_INTPACCBOVF,0,  0.00,0,0,0,0,0,0,0
Isr_INTCRGLOCK,0,  0.00,0,0,0,0,0,0,0
Isr_INTSCME,0,  0.00,0,0,0,0,0,0,0
Isr_INTI2C0,0,  0.00,0,0,0,0,0,0,0
Isr_INTSPI1,0,  0.00,0,0,0,0,0,0,0
Isr_INTSPI2,0,  0.00,0,0,0,0,0,0,0
Isr_INTEEPROM_FLASHFAULT,0,  0.00,0,0,0,0,0,0,0
Isr_INTFLASH,0,  0.00,0,0,0,0,0,0,0
Isr_INTC1WUP,0,  0.00,0,0,0,0,0,0,0
Isr_INTC1ERR,0,  0.00,0,0,0,0,0,0,0
Isr_INTC1RX,0,  0.00,0,0,0,0,0,0,0
Isr_INTC1TX,0,  0.00,0,0,0,0,0,0,0
Isr_INTC2WUP,0,  0.00,0,0,0,0,0,0,0
Isr_INTC2ERR,0,  0.00,0,0,0,0,0,0,0
Isr_INTC2RX,0,  0.00,0,0,0,0,0,0,0
Isr_INTC2TX,0,  0.00,0,0,0,0,0,0,0
Isr_INTC3WUP,0,  0.00,0,0,0,0,0,0,0
Isr_INTC3ERR,0,  0.00,0,0,0,0,0,0,0
Isr_INTC3RX,0,  0.00,0,0,0,0,0,0,0
Isr_INTC3TX,0,  0.00,0,0,0,0,0,0,0
Isr_INTC4WUP,0,  0.00,0,0,0,0,0,0,0
Isr_INTC4ERR,0,  0.00,0,0,0,0,0,0,0
Isr_INTC4RX,0,  0.00,0,0,0,0,0,0,0
Isr_INTC4TX,0,  0.00,0,0,0,0,0,0,0
Isr_KWIPP,3634782,  0.05,15984,48716,28396,128,2624383,1560129433,50708901
Isr_INTPWMES,0,  0.00,0,0,0,0,0,0,0
Isr_INTSCI2,0,  0.00,0,0,0,0,0,0,0
Isr_INTSCI3,0,  0.00,0,0,0,0,0,0,0
Isr_INTSCI4,0,  0.00,0,0,0,0,0,0,0
Isr_INTSCI5,0,  0.00,0,0,0,0,0,0,0
Isr_INTI2C1,0,  0.00,0,0,0,0,0,0,0
Isr_LVI,0,  0.00,0,0,0,0,0,0,0
Isr_API,0,  0.00,0,0,0,0,0,0,0
Isr_INTPIT0,1461807,  0.02,20183,56317,30454,48,32756867,1544576934,137352364
Isr_INTPIT1,0,  0.00,0,0,0,0,0,0,0
Isr_INTPIT2,0,  0.00,0,0,0,0,0,0,0
Isr_INTPIT3,0,  0.00,0,0,0,0,0,0,0
Isr_INTXGATE0,0,  0.00,0,0,0,0,0,0,0
Isr_INTXGATE1,0,  0.00,0,0,0,0,0,0,0
Isr_INTXGATE2,0,  0.00,0,0,0,0,0,0,0
Isr_INTXGATE3,0,  0.00,0,0,0,0,0,0,0
Isr_INTXGATE4,0,  0.00,0,0,0,0,0,0,0
Isr_INTXGATE5,0,  0.00,0,0,0,0,0,0,0
Isr_INTXGATE6,0,  0.00,0,0,0,0,0,0,0
Isr_INTXGATE7,0,  0.00,0,0,0,0,0,0,0
Isr_INTXGATESWERR,0,  0.00,0,0,0,0,0,0,0
Isr_INTXSRAM,0,  0.00,0,0,0,0,0,0,0
Isr_INTSPUR,0,  0.00,0,0,0,0,0,0,0
Isr_INTSCI6,0,  0.00,0,0,0,0,0,0,0
Isr_INTHIGHTEMP,0,  0.00,0,0,0,0,0,0,0
Isr_INTPIT4,0,  0.00,0,0,0,0,0,0,0
Isr_INTPIT5,0,  0.00,0,0,0,0,0,0,0
Isr_INTPIT6,0,  0.00,0,0,0,0,0,0,0
Isr_INTPIT7,0,  0.00,0,0,0,0,0,0,0
Isr_INTSCI7,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIM0,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIM1,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIM2,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIM3,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIM4,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIM5,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIM6,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIM7,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIMOVF,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIMPAOV,0,  0.00,0,0,0,0,0,0,0
Isr_INTTIMTIMPAIE,0,  0.00,0,0,0,0,0,0,0
Isr_INTACMPIE0,0,  0.00,0,0,0,0,0,0,0
Isr_INTACMPIE1,0,  0.00,0,0,0,0,0,0,0
Isr_INTMPUERR,0,  0.00,0,0,0,0,0,0,0
Isr_INTSYSCALL,0,  0.00,0,0,0,0,0,0,0
ISR_LEVEL,0,  0.00,0,0,0,0,0,0,0
TOTAL:,7000000000,100.00,0,1656717,281814,24839,1984,1656717,281826



********** Statistics: Functions  **********

Functions,Time,%,Min,Max,Average,Activations,Min Period,Max Period,Average Period
CanWakeUpInterrupt_0,0,  0.00,0,0,0,0,0,0,0
CanErrorInterrupt_0,0,  0.00,0,0,0,0,0,0,0
CanRxInterrupt_0,393844185,  5.63,6800,3518150,18887,20852,225033,1412966,338353
CanTxInterrupt_0,1184949,  0.02,8933,9700,9633,123,4689633,100194317,53321239
TOTAL:,7000000000,100.00,,,,20975,,,


*********** History: Data ***************

Tasks
Time,Value
0,0
39466,16
116716,16
116716,19
142633,19
142633,16
154133,16
154133,17
199750,17
199750,19
228816,19
228816,17
237350,17
237350,13
258966,13
258966,15
271350,15
271350,1C
307633,1C
340600,1C
341216,1C
341216,17
343916,17
357033,17
472933,17
472933,1C
853466,1C
867000,1C
1376716,1C
1403750,1C
1404383,1C
1404383,9
1471283,9
1471283,1C
2500000,1C
2531466,1C
2532100,1C
2532100,7
2883216,7
2883216,3
3412666,3
3425666,3
4136033,3
4149150,3
4156633,3
4156633,1C
4707966,1C
4720566,1C
5000000,1C
5025316,1C
5025933,1C
5025933,16
5066033,16
5066033,1C
5279966,1C
5293500,1C
5799966,1C
5813500,1C
6329716,1C
6356750,1C
6357383,1C
6357383,9
6416883,9
6416883,1C
7500000,1C
7525316,1C
7525933,1C
7525933,7
7927816,7
7927816,1C
8452000,1C
8465416,1C
9184216,1C
9197750,1C
9751966,1C
9764566,1C
10000000,1C
10038850,1C
10039466,1C
10039466,16
10109466,16
10109466,19
10135383,19
10135383,16
10146883,16
10146883,17
10199900,17
10199900,19
10228966,19
10228966,17
10237500,17
10237500,13
10259133,13
10259133,5
10309666,5
10336666,5
10338666,5
10351783,5
10662133,5
10662133,17
10779283,17
10779283,1C
10837466,1C
10851000,1C
11360716,1C
11387750,1C
11388383,1C
11388383,9
11447883,9
11447883,1C
12500000,1C
12538816,1C
12539433,1C
12539433,7
12894566,7
12894566,3
13444066,3
13457066,3
14143666,3
14143666,1C
14171966,1C
14185500,1C
14743966,1C
14756566,1C
15000000,1C
15031466,1C
15032100,1C
15032100,16
15072033,16
15072033,6
15168966,6
15168966,1C
15312716,1C
15326250,1C
15829466,1C
15843000,1C
16355966,1C
16383000,1C
16383633,1C
16383633,9
16450533,9
16450533,1C
17500000,1C
17525316,1C
17525933,1C
17525933,7
17911350,7
17911350,1C
18436000,1C
18449400,1C
19163966,1C
19177500,1C
19735966,1C
19748566,1C
20000000,1C
20047433,1C
20048066,1C
20048066,16
20126100,16
20126100,19
20152000,19
20152000,16
20163500,16
20163500,17
20209750,17
20209750,19
20238816,19
20238816,17
20247350,17
20247350,13
20268966,13
20268966,15
20281350,15
20281350,8
20304783,8
20325316,8
20327316,8
20354316,8
20433650,8
20433650,17
20550350,17
20550350,1C
20825533,1C
20839066,1C
21347966,1C
21375000,1C
21375633,1C
21375633,9
21435133,9
21435133,1C
22500000,1C
22537633,1C
22538250,1C
22538250,7
22950283,7
22950283,18
22976183,18
22976183,3
23480100,3
23493100,3
24208066,3
24221183,3
24229966,3
24229966,1C
24779966,1C
24792566,1C
25000000,1C
25025316,1C
25025933,1C
25025933,16
25066033,16
25066033,1C
25345466,1C
25359000,1C
25865466,1C
25879000,1C
26388716,1C
26415750,1C
26416383,1C
26416383,9
26514666,9
26514666,1C
27500000,1C
27525316,1C
27525933,1C
27525933,7
27913066,7
27913066,1C
28472000,1C
28485416,1C
29203216,1C
29216750,1C
29772716,1C
29785316,1C
30000000,1C
30038850,1C
30046883,1C
30046883,16
30116716,16
30116716,19
30142633,19
30142633,16
30154133,16
30154133,17
30199750,17
30199750,19
30228816,19
30228816,17
30237350,17
30237350,13
30258966,13
30258966,5
30309500,5
30343850,5
30345850,5
30358966,5
30669316,5
30669316,17
30786000,17
30786000,1C
30882850,1C
30896383,1C
31403350,1C
31430383,1C
31431000,1C
31431000,9
31490500,9
31490500,1C
32500000,1C
32531466,1C
32532100,1C
32532100,7
32914666,7
32914666,3
33412166,3
33425150,3
34143383,3
34156500,3
34219416,3
34219416,1C
34711966,1C
34724566,1C
35000000,1C
35025316,1C
35025933,1C
35025933,16
35066033,16
35066033,1C
35280716,1C
35294250,1C
35797466,1C
35811000,1C
36323966,1C
36351000,1C
36351633,1C
36351633,9
36411133,9
36411133,1C
37500066,1C
37530316,1C
37530933,1C
37530933,7
37916350,7
37916350,12
38049500,12
38049500,1C
38456000,1C
38469400,1C
39183966,1C
39197500,1C
39755966,1C
39768566,1C
40000000,1C
40047433,1C
40048066,1C
40048066,16
40118533,16
40118533,19
40144433,19
40144433,16
40155933,16
40155933,17
40202183,17
40202183,19
40238666,19
40238666,17
40247183,17
40247183,13
40268816,13
40268816,15
40281183,15
40281183,2
40326533,2
40353533,2
40355533,2
40368650,2
40446166,2
40446166,17
40570416,17
40570416,1C
40841466,1C
40855000,1C
41367966,1C
41395000,1C
41395633,1C
41395633,9
41455133,9
41455133,1C
42500000,1C
42531466,1C
42532100,1C
42532100,7
42690850,7
42698916,7
42924883,7
42924883,3
43448100,3
43461100,3
44151600,3
44151600,1C
44175966,1C
44189500,1C
44747966,1C
44760566,1C
45000000,1C
45025316,1C
45025933,1C
45025933,16
45065883,16
45065883,1C
45316716,1C
45330250,1C
45833466,1C
45847000,1C
46359966,1C
46387000,1C
46387633,1C
46387633,9
46476633,9
46476633,1C
47500000,1C
47525316,1C
47525933,1C
47525933,7
47927916,7
47927916,1C
48492000,1C
48505416,1C
49219966,1C
49233500,1C
49791966,1C
49804566,1C
50000000,1C
50038850,1C
50039466,1C
50039466,16
50116883,16
50116883,19
50142783,19
50142783,16
50154283,16
50154283,17
50199916,17
50199916,19
50228966,19
50228966,17
50237500,17
50237500,13
50259133,13
50259133,5
50309666,5
50366166,5
50368166,5
50381283,5
50694600,5
50694600,17
50811600,17
50811600,1C
50883966,1C
50897500,1C
51413716,1C
51440750,1C
51441383,1C
51441383,9
51500883,9
51500883,1C
52500000,1C
52531466,1C
52532100,1C
52532100,7
52894566,7
52894566,3
53432100,3
53445100,3
54125916,3
54125916,1C
54159966,1C
54180850,1C
54740816,1C
54753416,1C
55000000,1C
55031466,1C
55032100,1C
55032100,16
55072183,16
55072183,6
55169133,6
55169133,1C
55300716,1C
55314250,1C
55817466,1C
55831000,1C
56343966,1C
56371000,1C
56371633,1C
56371633,9
56431133,9
56431133,1C
57500000,1C
57525316,1C
57525933,1C
57525933,7
57911350,7
57911350,1C
58476000,1C
58489400,1C
59203966,1C
59217500,1C
59775966,1C
59795966,1C
60000000,1C
60038850,1C
60039466,1C
60039466,16
60116716,16
60116716,19
60142633,19
60142633,16
60154133,16
60154133,17
60199750,17
60199750,19
60228816,19
60228816,17
60237350,17
60237350,13
60258966,13
60258966,15
60271350,15
60271350,1C
60307633,1C
60371966,1C
60372600,1C
60372600,17
60375283,17
60388416,17
60504466,17
60504466,1C
60861466,1C
60875000,1C
61387966,1C
61415000,1C
61415633,1C
61415633,9
61475133,9
61475133,1C
62500000,1C
62545033,1C
62545666,1C
62545666,7
62918900,7
62918900,18
62944816,18
62944816,3
63468066,3
63481066,3
64196133,3
64209250,3
64225633,3
64225633,1C
64767966,1C
64780566,1C
65000000,1C
65025316,1C
65025933,1C
65025933,16
65066033,16
65066033,1C
65336716,1C
65350250,1C
65853466,1C
65867000,1C
66379966,1C
66407000,1C
66407633,1C
66407633,9
66467133,9
66467133,1C
67500000,1C
67525316,1C
67525933,1C
67525933,7
67951850,7
67951850,1C
68512000,1C
68525400,1C
69239966,1C
69253500,1C
69811966,1C
69824566,1C
70000000,1C
70038850,1C
70039466,1C
70039466,16
70116666,16
70116666,19
70142566,19
70142566,16
70154066,16
70154066,17
70199683,17
70199683,19
70228750,19
70228750,17
70237283,17
70237283,13
70258916,13
70258916,5
70309433,5
70336433,5
70378000,5
70391133,5
70669500,5
70669500,17
70786350,17
70786350,1C
70897466,1C
70911000,1C
71420716,1C
71447750,1C
71448383,1C
71448383,9
71507883,9
71507883,1C
72500000,1C
72531466,1C
72532100,1C
72532100,7
72919883,7
72919883,3
73456783,3
73469783,3
74146883,3
74146883,1C
74179966,1C
74193500,1C
74751966,1C
74764566,1C
75000000,1C
75025316,1C
75025933,1C
75025933,16
75065883,16
75065883,1C
75320716,1C
75334250,1C
75837466,1C
75851000,1C
76363966,1C
76391000,1C
76391633,1C
76391633,9
76451133,9
76451133,1C
77500000,1C
77525316,1C
77525933,1C
77525933,7
77918683,7
77918683,1C
78444000,1C
78457400,1C
79171966,1C
79224283,1C
79795966,1C
79808566,1C
80003916,1C
80042750,1C
80043383,1C
80043383,16
80113383,16
80113383,19
80139283,19
80139283,16
80150783,16
80150783,17
80196416,17
80196416,19
80232883,19
80232883,17
80241416,17
80241416,13
80263033,13
80263033,15
80275416,15
80275416,1C
80303633,1C
80329183,1C
80329816,1C
80329816,17
80364850,17
80377966,17
80461533,17
80461533,1C
80881466,1C
80895000,1C
81407966,1C
81435000,1C
81435633,1C
81435633,9
81495133,9
81495133,1C
82500000,1C
82531466,1C
82532100,1C
82532100,7
82883183,7
82883183,3
83437400,3
83450416,3
84168433,3
84181566,3
84190433,3
84190433,1C
84735966,1C
84748566,1C
85000000,1C
85025316,1C
85025933,1C
85025933,16
85065883,16
85065883,1C
85304716,1C
85318250,1C
85821466,1C
85835000,1C
86348150,1C
86375183,1C
86375816,1C
86375816,9
86435316,9
86435316,1C
87500000,1C
87525316,1C
87525933,1C
87525933,7
87959250,7
87959250,1C
88532000,1C
88545400,1C
89259966,1C
89273500,1C
89831966,1C
89844566,1C
90000000,1C
90038850,1C
90039466,1C
90039466,16
90109316,16
90109316,19
90142633,19
90142633,16
90154133,16
90154133,17
90199750,17
90199750,19
90228816,19
90228816,17
90237350,17
90237350,13
90258966,13
90258966,5
90309500,5
90336500,5
90400783,5
90413900,5
90662166,5
90662166,17
90779000,17
90779000,1C
90917466,1C
90931000,1C
91440716,1C
91467750,1C
91468383,1C
91468383,9
91527883,9
91527883,1C
92500000,1C
92531466,1C
92532100,1C
92532100,7
92894600,7
92894600,3
93424100,3
93437100,3
94114250,3
94114250,1C
94147966,1C
94161500,1C
94719966,1C
94732566,1C
95002500,1C
95033966,1C
95034600,1C
95034600,16
95074683,16
95074683,6
95171633,6
95171633,1C
95288716,1C
95302250,1C
95805466,1C
95819000,1C
96331966,1C
96359000,1C
96359633,1C
96359633,9
96419133,9
96419133,1C
97529183,1C
97554500,1C
97555133,1C
97555133,7
97933133,7
97933133,1C
98464000,1C
98477416,1C
99191966,1C
99205500,1C
99763966,1C
99776566,1C
100000000,1C
100047433,1C
100048066,1C
100048066,16
100118683,16
100118683,19
100144600,19
100144600,16
100156100,16
100156100,17
100202350,17
100202350,19
100238816,19
100238816,17
100247350,17
100247350,13
100268966,13
100268966,15
100281350,15
100281350,8
100309716,8
100336716,8
100338716,8
100351850,8
100426250,8
100426250,17
100550433,17
100550433,1C
100855966,1C
100869500,1C
101385716,1C
101412750,1C
101413383,1C
101413383,9
101472883,9
101472883,1C
102500000,1C
102537633,1C
102538250,1C
102538250,7
102889416,7
102889416,18
102915316,18
102915316,3
103456066,3
103469066,3
104188716,3
104201850,3
104218216,3
104218216,1C
104759216,1C
104771816,1C
105000000,1C
105025316,1C
105025933,1C
105025933,16
105073383,16
105073383,1C
105324716,1C
105338250,1C
105841466,1C
105855000,1C
106367966,1C
106395000,1C
106395633,1C
106395633,9
106462466,9
106462466,1C
107500000,1C
107525316,1C
107525933,1C
107525933,7
107942566,7
107942566,1C
108226600,1C
108235066,1C
108500000,1C
108513400,1C
109227966,1C
109241500,1C
109799966,1C
109812566,1C
110000000,1C
110038850,1C
110039466,1C
110039466,16
110109466,16
110109466,19
110135383,19
110135383,16
110146883,16
110146883,17
110192500,17
110192500,19
110221566,19
110221566,17
110230100,17
110230100,13
110251716,13
110251716,5
110302250,5
110329250,5
110373066,5
110393600,5
110684416,5
110684416,17
110801416,17
110801416,1C
110891966,1C
110905500,1C
111421716,1C
111448750,1C
111449383,1C
111449383,9
111508883,9
111508883,1C
112500000,1C
112531466,1C
112532100,1C
112532100,7
112885166,7
112885166,3
113440100,3
113453100,3
114172566,3
114185683,3
114194566,3
114194566,1C
114739966,1C
114752566,1C
115000000,1C
115025316,1C
115025933,1C
115025933,16
115066033,16
115066033,1C
115308716,1C
115322250,1C
115825466,1C
115839000,1C
116351966,1C
116379000,1C
116379633,1C
116379633,9
116439133,9
116439133,1C
117500000,1C
117525316,1C
117525933,1C
117525933,7
117950133,7
117950133,1C
118484000,1C
118497416,1C
119211966,1C
119255000,1C
119835966,1C
119848566,1C
120000000,1C
120038850,1C
120039466,1C
120039466,16
120109316,16
120109316,19
120135216,19
120135216,16
120146716,16
120146716,17
120199750,17
120199750,19
120228816,19
120228816,17
120237350,17
120237350,13
120258966,13
120258966,15
120271350,15
120271350,1C
120307633,1C
120333183,1C
120333816,1C
120333816,17
120404816,17
120417933,17
120473100,17
120473100,1C
120921466,1C
120935000,1C
121447966,1C
121475000,1C
121475633,1C
121475633,9
121542533,9
121542533,1C
122500000,1C
122531466,1C
122532100,1C
122532100,7
122890666,7
122890666,3
123424100,3
123437100,3
124156750,3
124169883,3
124178750,3
124178750,1C
124723966,1C
124736566,1C
125000000,1C
125032666,1C
125033283,1C
125033283,16
125073383,16
125073383,1C
125292716,1C
125306250,1C
125809466,1C
125830350,1C
126335966,1C
126363000,1C
126363633,1C
126363633,9
126423133,9
126423133,1C
127500000,1C
127525316,1C
127525933,1C
127525933,7
127981350,7
127981350,1C
128520000,1C
128533416,1C
129247966,1C
129261500,1C
129819966,1C
129832566,1C
130000000,1C
130038850,1C
130039466,1C
130039466,16
130109316,16
130109316,19
130135216,19
130135216,16
130146716,16
130146716,17
130192350,17
130192350,19
130221416,19
130221416,17
130229933,17
130229933,13
130251566,13
130251566,5
130302100,5
130329100,5
130392033,5
130405150,5
130662150,5
130662150,17
130779166,17
130779166,1C
130911966,1C
130925500,1C
131447466,1C
131474500,1C
131475133,1C
131475133,9
131534633,9
131534633,1C
132500000,1C
132531466,1C
132532100,1C
132532100,7
132933400,7
132933400,3
133460383,3
133473383,3
134175033,3
134175033,1C
134187966,1C
134201500,1C
134759966,1C
134772566,1C
135000000,1C
135031466,1C
135032100,1C
135032100,16
135072033,16
135072033,6
135168966,6
135168966,1C
135328716,1C
135342250,1C
135845466,1C
135859000,1C
136371966,1C
136399000,1C
136399633,1C
136399633,9
136466533,9
136466533,1C
137503750,1C
137534000,1C
137534633,1C
137534633,7
137920000,7
137920000,12
138053316,12
138053316,1C
138452000,1C
138465416,1C
139179966,1C
139232283,1C
139807216,1C
139819816,1C
140000000,1C
140047433,1C
140048066,1C
140048066,16
140118683,16
140118683,19
140144600,19
140144600,16
140156100,16
140156100,17
140202350,17
140202350,19
140231416,19
140231416,17
140247283,17
140247283,13
140268916,13
140268916,15
140281283,15
140281283,2
